type,weight,fragile,destination
Electronics,7.8,True,Kuching
Machinery,46.3,True,Kuching
Electronics,10.6,False,Kuala Lumpur
Documents,1.0,False,Johor Bahru
Clothing,4.5,False,Kota Kinabalu
Furniture,37.7,True,Kuching
Documents,1.3,False,Kuching
Machinery,66.8,False,Kota Kinabalu
Furniture,38.7,False,Kuching
Electronics,13.6,False,Johor Bahru
Documents,1.4,False,Johor Bahru
Electronics,12.1,False,Johor Bahru
Documents,1.7,False,Johor Bahru
Documents,0.6,False,Kuching
Food,1.3,True,Kota Kinabalu
Food,2.8,True,Kuching
Documents,0.6,False,Kuala Lumpur
Clothing,2.1,False,Penang
Machinery,30.7,False,Penang
Electronics,11.3,True,Johor Bahru
Furniture,46.9,True,Penang
Food,3.7,False,Kuching
Furniture,46.3,False,Kuala Lumpur
Electronics,17.9,True,Johor Bahru
Food,6.0,False,Penang
Documents,1.2,False,Penang
Documents,1.9,False,Kota Kinabalu
Documents,0.7,False,Kota Kinabalu
Documents,1.7,False,Kuala Lumpur
Machinery,69.9,False,Johor Bahru
Documents,2.0,False,Kuching
Clothing,2.5,False,Kota Kinabalu
Documents,1.3,False,Kuala Lumpur
Food,5.8,False,Penang
Machinery,49.4,False,Kuala Lumpur
Electronics,5.6,True,Johor Bahru
Electronics,9.6,True,Kuching
Food,7.1,False,Kuching
Electronics,5.6,True,Penang
Furniture,36.6,True,Johor Bahru
Electronics,6.8,True,Kuala Lumpur
Food,8.7,False,Johor Bahru
Machinery,31.6,True,Kuching
Documents,1.3,False,Penang
Electronics,8.2,True,Johor Bahru
Electronics,10.8,True,Kota Kinabalu
Food,6.2,False,Penang
Clothing,3.6,False,Kuala Lumpur
Electronics,13.0,True,Kuala Lumpur
Furniture,36.4,False,Penang
Electronics,10.9,False,Kuala Lumpur
Machinery,54.2,False,Kota Kinabalu
Clothing,4.3,False,Kuala Lumpur
Electronics,15.4,True,Penang
Furniture,38.5,True,Kota Kinabalu
Electronics,8.1,True,Johor Bahru
Furniture,36.1,True,Johor Bahru
Documents,0.8,True,Kota Kinabalu
Machinery,51.7,True,Johor Bahru
Machinery,56.5,False,Kuching
Food,5.9,False,Kuching
Food,5.8,True,Penang
Clothing,2.4,False,Kuala Lumpur
Electronics,7.9,True,Johor Bahru
Food,5.6,False,Johor Bahru
Documents,1.7,False,Kuching
Furniture,22.4,False,Kuching
Furniture,46.2,False,Kota Kinabalu
Clothing,4.8,False,Penang
Electronics,6.3,True,Kuching
Documents,1.2,False,Kuching
Clothing,3.0,False,Kuching
Machinery,65.9,False,Penang
Furniture,35.6,False,Johor Bahru
Food,4.0,False,Kota Kinabalu
Documents,1.3,False,Kuala Lumpur
Food,5.8,True,Penang
Machinery,47.6,False,Kuala Lumpur
Furniture,34.0,True,Johor Bahru
Clothing,2.9,False,Kuching
Machinery,65.8,True,Kuching
Furniture,45.4,False,Johor Bahru
Documents,1.7,False,Kuching
Furniture,23.1,False,Kota Kinabalu
Furniture,24.6,True,Johor Bahru
Food,6.2,False,Kota Kinabalu
Food,9.4,True,Johor Bahru
Clothing,2.2,False,Penang
Electronics,17.1,True,Kota Kinabalu
Machinery,59.3,True,Kuala Lumpur
Electronics,10.9,False,Kuala Lumpur
Clothing,2.1,False,Kota Kinabalu
Documents,1.0,False,Penang
Clothing,4.4,False,Kuching
Food,2.6,False,Johor Bahru
Clothing,1.9,False,Kota Kinabalu
Furniture,24.0,True,Penang
Food,2.5,True,Kota Kinabalu
Furniture,39.0,False,Kota Kinabalu
Clothing,2.0,False,Kuala Lumpur
Documents,1.0,False,Kuching
Machinery,63.7,False,Kota Kinabalu
Electronics,10.9,False,Penang
Documents,1.4,False,Kuching
Food,4.1,False,Penang
Food,1.9,False,Kuala Lumpur
Machinery,44.3,True,Johor Bahru
Electronics,10.5,True,Penang
Clothing,4.0,False,Kuching
Machinery,55.5,False,Kuala Lumpur
Electronics,19.2,False,Kuala Lumpur
Food,4.7,True,Kuching
Food,2.3,True,Penang
Furniture,26.7,False,Penang
Food,4.3,False,Kuching
Furniture,30.1,False,Kuching
Electronics,8.9,True,Kuala Lumpur
Clothing,4.3,False,Kota Kinabalu
Machinery,68.6,False,Kota Kinabalu
Furniture,34.1,True,Kota Kinabalu
Documents,1.0,True,Johor Bahru
Documents,0.7,False,Kuching
Documents,1.5,False,Kuching
Furniture,49.9,True,Johor Bahru
Machinery,69.4,False,Penang
Clothing,3.3,False,Kuala Lumpur
Furniture,24.2,True,Kuching
Furniture,27.0,False,Kuching
Clothing,3.1,False,Kota Kinabalu
Electronics,6.9,True,Penang
Food,3.2,True,Johor Bahru
Machinery,38.9,True,Johor Bahru
Documents,0.6,True,Johor Bahru
Machinery,63.7,False,Kota Kinabalu
Machinery,69.1,False,Kota Kinabalu
Documents,1.0,True,Johor Bahru
Documents,1.3,False,Kuching
Food,7.5,True,Kuching
Furniture,45.5,False,Johor Bahru
Furniture,35.1,False,Kuala Lumpur
Furniture,44.2,False,Johor Bahru
Furniture,38.2,True,Kuching
Machinery,38.6,False,Kota Kinabalu
Machinery,35.6,False,Kuching
Furniture,27.2,False,Kuching
Machinery,40.9,False,Johor Bahru
Furniture,25.4,False,Kuala Lumpur
Machinery,60.1,False,Kota Kinabalu
Documents,0.8,False,Kuala Lumpur
Clothing,3.9,False,Kuala Lumpur
Food,9.3,False,Kuala Lumpur
Furniture,46.9,False,Kuala Lumpur
Documents,1.6,False,Kota Kinabalu
Documents,1.8,False,Johor Bahru
Documents,1.4,False,Kuala Lumpur
Furniture,36.4,True,Kuala Lumpur
Documents,0.9,False,Penang
Food,1.2,True,Johor Bahru
Documents,1.4,False,Johor Bahru
Clothing,3.5,False,Kota Kinabalu
Electronics,15.3,True,Kota Kinabalu
Clothing,0.9,False,Kuala Lumpur
Documents,1.2,False,Kuala Lumpur
Furniture,37.6,False,Kuching
Clothing,1.7,False,Kota Kinabalu
Documents,0.7,False,Penang
Furniture,44.5,False,Kota Kinabalu
Food,4.8,True,Penang
Electronics,12.4,True,Kuching
Food,5.8,False,Kuala Lumpur
Documents,1.0,False,Penang
Food,4.0,True,Kota Kinabalu
Machinery,54.5,False,Johor Bahru
Machinery,57.2,False,Penang
Machinery,59.8,True,Penang
Furniture,40.2,False,Penang
Electronics,12.3,False,Kuching
Clothing,4.6,False,Kuala Lumpur
Food,9.0,False,Kota Kinabalu
Machinery,66.3,False,Johor Bahru
Documents,1.2,False,Kuching
Furniture,35.5,False,Kuching
Electronics,17.0,True,Kuala Lumpur
Documents,1.3,False,Kuala Lumpur
Documents,0.9,False,Kota Kinabalu
Electronics,10.8,True,Kuching
Clothing,4.5,False,Kuala Lumpur
Clothing,0.6,False,Kota Kinabalu
Food,3.8,False,Penang
Machinery,55.7,False,Kuching
Clothing,1.0,False,Kuala Lumpur
Food,9.6,True,Kota Kinabalu
Machinery,48.4,False,Johor Bahru
Electronics,5.1,True,Kuching
Furniture,41.8,False,Johor Bahru
Machinery,30.0,False,Kuala Lumpur
Machinery,67.5,True,Kuching
Documents,0.9,False,Kuching
Electronics,7.6,True,Penang
Clothing,4.3,False,Kuala Lumpur
Clothing,1.4,False,Kuching
Documents,1.5,False,Kota Kinabalu
Electronics,7.8,False,Johor Bahru
Food,3.0,True,Penang
Machinery,35.8,False,Kota Kinabalu
Electronics,13.4,True,Kota Kinabalu
Documents,0.8,False,Kota Kinabalu
Documents,1.9,False,Kuching
Electronics,7.8,True,Penang
Furniture,32.7,True,Kuala Lumpur
Machinery,49.0,False,Johor Bahru
Food,3.1,True,Johor Bahru
Documents,1.1,False,Kota Kinabalu
Furniture,30.0,False,Kuching
Clothing,4.0,False,Penang
Machinery,41.2,False,Kuala Lumpur
Documents,0.5,False,Kuching
Electronics,14.8,True,Johor Bahru
Electronics,19.8,True,Kota Kinabalu
Food,6.0,False,Johor Bahru
Machinery,65.0,False,Kota Kinabalu
Food,4.8,False,Johor Bahru
Food,2.5,True,Kota Kinabalu
Electronics,18.3,True,Kota Kinabalu
Food,5.9,True,Kota Kinabalu
Food,9.0,True,Kuching
Machinery,66.7,False,Johor Bahru
Documents,0.8,False,Johor Bahru
Food,7.1,False,Kuching
Machinery,58.2,False,Kuala Lumpur
Documents,1.3,False,Kota Kinabalu
Clothing,2.9,False,Kuala Lumpur
Documents,1.3,False,Kota Kinabalu
Clothing,2.1,False,Kuching
Furniture,27.7,True,Kuching
Machinery,41.4,False,Kota Kinabalu
Furniture,34.6,False,Kota Kinabalu
Furniture,38.3,False,Kuching
Machinery,61.6,False,Kuala Lumpur
Machinery,68.2,False,Kota Kinabalu
Machinery,50.4,False,Kota Kinabalu
Clothing,4.7,False,Kota Kinabalu
Machinery,60.9,False,Penang
Documents,1.3,False,Kota Kinabalu
Food,1.7,True,Johor Bahru
Electronics,10.5,True,Kota Kinabalu
Electronics,10.2,False,Johor Bahru
Machinery,51.5,False,Kota Kinabalu
Clothing,2.3,False,Kota Kinabalu
Furniture,47.5,False,Kota Kinabalu
Food,5.3,False,Kuching
Documents,1.8,False,Kota Kinabalu
Clothing,2.9,False,Johor Bahru
Food,4.6,False,Johor Bahru
Machinery,35.1,False,Kuching
Clothing,2.1,False,Kuching
Clothing,2.7,False,Kota Kinabalu
Furniture,48.2,True,Kuala Lumpur
Food,4.8,False,Johor Bahru
Furniture,32.8,True,Kota Kinabalu
Electronics,8.8,True,Kuala Lumpur
Furniture,45.3,False,Kuching
Furniture,37.3,False,Kota Kinabalu
Documents,2.0,False,Kuching
Machinery,66.5,False,Kuching
Documents,1.7,False,Johor Bahru
Electronics,7.9,True,Kuala Lumpur
Electronics,6.7,True,Penang
Clothing,3.3,False,Kuala Lumpur
Machinery,35.4,False,Kota Kinabalu
Clothing,1.7,False,Penang
Furniture,28.1,False,Kuching
Clothing,1.2,False,Johor Bahru
Food,9.2,True,Kuching
Electronics,7.0,True,Kuala Lumpur
Food,6.2,True,Kuching
Furniture,36.0,True,Penang
Furniture,45.6,True,Johor Bahru
Electronics,13.5,True,Penang
Documents,0.7,False,Kuala Lumpur
Documents,1.7,False,Kuala Lumpur
Clothing,3.4,False,Penang
Electronics,9.5,True,Kuching
Documents,0.8,False,Kuching
Food,5.9,False,Kuala Lumpur
Furniture,21.0,False,Kuching
Electronics,7.9,True,Kota Kinabalu
Clothing,4.1,False,Kuching
Machinery,58.8,False,Penang
Machinery,31.7,True,Kuching
Machinery,52.9,False,Kota Kinabalu
Food,5.7,False,Kota Kinabalu
Documents,0.7,False,Johor Bahru
Machinery,43.8,False,Kuching
Furniture,39.1,False,Kota Kinabalu
Documents,1.6,False,Kota Kinabalu
Food,1.7,True,Penang
Machinery,34.0,True,Penang
Machinery,67.2,False,Kota Kinabalu
Electronics,8.4,True,Kuala Lumpur
Machinery,57.7,False,Kuala Lumpur
Machinery,68.2,False,Johor Bahru
Documents,1.7,False,Kuching
Documents,1.2,False,Kuala Lumpur
Documents,0.6,False,Kuching
Furniture,48.5,True,Kuching
Food,1.3,True,Johor Bahru
Clothing,3.0,False,Kuching
Documents,1.9,False,Kota Kinabalu
Clothing,1.8,False,Penang
Clothing,0.6,False,Kuching
Clothing,4.5,False,Kuching
Clothing,4.8,False,Johor Bahru
Food,7.5,True,Kota Kinabalu
Documents,1.6,False,Kuching
Electronics,18.7,False,Kuching
Documents,0.9,False,Johor Bahru
Furniture,26.0,True,Penang
Machinery,32.1,False,Kuching
Clothing,1.6,False,Kuala Lumpur
Food,1.1,False,Kota Kinabalu
Electronics,11.0,True,Kuching
Food,5.9,True,Penang
Clothing,1.8,False,Kota Kinabalu
Documents,0.7,False,Kuala Lumpur
Electronics,5.1,True,Kuching
Clothing,4.2,False,Kuala Lumpur
Food,5.7,True,Penang
Machinery,56.8,True,Johor Bahru
Clothing,2.3,False,Kuala Lumpur
Clothing,4.5,False,Penang
Food,6.5,True,Johor Bahru
Machinery,68.8,False,Kuching
Electronics,19.3,False,Kuala Lumpur
Electronics,15.8,True,Johor Bahru
Documents,0.9,False,Penang
Clothing,4.3,False,Kuching
Machinery,69.8,False,Penang
Documents,0.9,False,Kuching
Food,7.3,True,Kuching
Electronics,9.1,True,Penang
Clothing,4.9,False,Penang
Clothing,2.0,False,Kuching
Furniture,27.7,False,Kuching
Machinery,45.8,False,Penang
Machinery,45.7,False,Johor Bahru
Electronics,8.3,True,Johor Bahru
Clothing,4.5,False,Penang
Documents,0.6,False,Kuching
Clothing,4.2,False,Kuching
Furniture,38.1,False,Kuching
Food,8.4,False,Kota Kinabalu
Clothing,4.8,True,Kuala Lumpur
Machinery,30.6,False,Kuching
Food,4.6,False,Kuala Lumpur
Clothing,4.1,False,Penang
Documents,0.6,False,Johor Bahru
Furniture,43.0,False,Kuching
Clothing,3.7,False,Penang
Machinery,61.5,False,Kuala Lumpur
Machinery,53.4,False,Kuala Lumpur
Clothing,2.4,False,Kuching
Furniture,20.4,False,Kota Kinabalu
Electronics,6.4,True,Kuala Lumpur
Furniture,21.6,False,Kuching
Documents,0.7,False,Kuala Lumpur
Machinery,63.9,False,Kota Kinabalu
Electronics,14.0,True,Kuala Lumpur
Machinery,58.7,False,Kota Kinabalu
Food,3.4,True,Kuching
Documents,1.1,False,Penang
Electronics,17.7,True,Kuala Lumpur
Electronics,5.1,True,Penang
Clothing,4.5,False,Johor Bahru
Food,6.0,False,Kuching
Electronics,12.8,True,Johor Bahru
Clothing,2.7,False,Penang
Machinery,44.1,False,Kota Kinabalu
Furniture,30.9,False,Kuching
Machinery,56.2,True,Kuala Lumpur
Food,9.1,False,Kuching
Food,4.9,True,Kuching
Clothing,4.2,False,Kuala Lumpur
Documents,1.9,False,Johor Bahru
Furniture,30.7,False,Penang
Clothing,2.5,False,Kota Kinabalu
Electronics,10.3,True,Kota Kinabalu
Machinery,48.2,False,Penang
Electronics,17.4,True,Penang
Machinery,37.3,False,Penang
Furniture,24.0,False,Johor Bahru
Food,2.8,True,Penang
Machinery,43.7,False,Kota Kinabalu
Documents,1.4,False,Kuala Lumpur
Electronics,11.8,True,Kuala Lumpur
Electronics,12.5,False,Kuala Lumpur
Electronics,11.7,False,Kuching
Electronics,5.5,True,Kota Kinabalu
Food,8.5,False,Kota Kinabalu
Clothing,4.8,False,Johor Bahru
Clothing,4.3,False,Kuala Lumpur
Furniture,24.1,True,Johor Bahru
Electronics,19.5,False,Kota Kinabalu
Clothing,4.5,False,Kuala Lumpur
Food,7.5,True,Kuching
Food,6.5,True,Penang
Clothing,2.5,False,Penang
Machinery,54.4,False,Penang
Documents,1.7,False,Kuching
Machinery,37.6,False,Johor Bahru
Electronics,10.7,True,Penang
Clothing,2.2,False,Kuching
Documents,1.6,False,Johor Bahru
Documents,1.2,False,Kota Kinabalu
Machinery,46.2,False,Kuala Lumpur
Documents,1.3,False,Kota Kinabalu
Food,1.6,True,Kuala Lumpur
Food,6.0,False,Kota Kinabalu
Furniture,28.6,False,Penang
Clothing,3.1,False,Johor Bahru
Furniture,43.9,False,Johor Bahru
Documents,0.7,True,Penang
Machinery,51.6,True,Johor Bahru
Documents,1.6,False,Johor Bahru
Clothing,1.5,False,Kuala Lumpur
Furniture,42.7,True,Kuala Lumpur
Clothing,3.8,False,Kuching
Documents,1.4,False,Johor Bahru
Electronics,5.4,True,Kota Kinabalu
Documents,1.7,False,Kota Kinabalu
Clothing,1.5,False,Penang
Food,7.8,True,Kuala Lumpur
Furniture,42.6,False,Johor Bahru
Food,3.8,False,Kota Kinabalu
Documents,1.8,False,Penang
Machinery,40.4,False,Johor Bahru
Machinery,54.7,True,Kota Kinabalu
Clothing,4.6,False,Kuala Lumpur
Clothing,1.3,False,Kuala Lumpur
Food,9.9,False,Kuching
Machinery,33.5,False,Kota Kinabalu
Food,1.1,False,Kota Kinabalu
Machinery,49.8,False,Kuching
Clothing,4.4,False,Kota Kinabalu
Machinery,31.2,False,Kuala Lumpur
Documents,1.9,False,Kota Kinabalu
Electronics,16.6,True,Kota Kinabalu
Documents,1.5,False,Kota Kinabalu
Furniture,32.5,False,Kuala Lumpur
Machinery,55.2,False,Penang
Food,7.3,True,Kuching
Electronics,7.3,True,Kota Kinabalu
Food,6.2,False,Kuching
Documents,0.7,False,Johor Bahru
Furniture,21.4,False,Kuching
Electronics,18.6,True,Kuala Lumpur
Furniture,49.6,False,Johor Bahru
Food,7.7,True,Kuala Lumpur
Electronics,7.2,True,Penang
Clothing,4.6,False,Kota Kinabalu
Food,8.6,True,Kuching
Electronics,6.9,False,Kota Kinabalu
Machinery,56.0,False,Johor Bahru
Furniture,21.5,False,Johor Bahru
Documents,1.8,False,Kota Kinabalu
Documents,2.0,False,Kuching
Furniture,45.1,True,Penang
Electronics,10.9,True,Kuching
Furniture,44.5,False,Kota Kinabalu
Machinery,67.7,False,Penang
Electronics,18.6,True,Kuala Lumpur
Furniture,36.6,False,Kuala Lumpur
Documents,1.5,False,Kota Kinabalu
Food,3.5,False,Johor Bahru
Documents,2.0,False,Kuala Lumpur
Documents,0.7,False,Kuala Lumpur
Food,9.3,False,Penang
Furniture,38.0,True,Kuala Lumpur
Food,3.3,False,Penang
Clothing,1.7,False,Kota Kinabalu
Clothing,3.2,False,Kuala Lumpur
Electronics,7.4,True,Kuching
Documents,1.1,False,Penang
Furniture,40.8,True,Kota Kinabalu
Food,3.1,False,Johor Bahru
Machinery,62.1,False,Kuching
Clothing,2.7,False,Kuching
Furniture,24.0,False,Johor Bahru
Machinery,39.6,False,Kuala Lumpur
Documents,1.5,False,Johor Bahru
Furniture,46.6,True,Johor Bahru
Food,8.6,True,Kuala Lumpur
Documents,0.7,False,Kuching
Food,4.0,True,Kuala Lumpur
Machinery,65.3,False,Kuala Lumpur
Food,4.3,False,Johor Bahru
Electronics,17.3,True,Kuala Lumpur
Clothing,1.6,False,Johor Bahru
Furniture,29.3,False,Kuala Lumpur
Machinery,56.6,False,Kuching
Furniture,28.6,False,Kuala Lumpur
Machinery,44.9,False,Kuala Lumpur
Electronics,18.6,False,Kota Kinabalu
Food,6.1,True,Kuching
Clothing,3.0,False,Kota Kinabalu
Machinery,69.6,False,Johor Bahru
Food,1.7,False,Kota Kinabalu
Machinery,47.0,True,Kuching
Clothing,0.9,False,Kota Kinabalu
Food,5.7,False,Kuching
Food,4.8,False,Kuching
Clothing,3.8,False,Kuala Lumpur
Electronics,19.8,True,Johor Bahru
Documents,1.1,False,Kuala Lumpur
Furniture,20.5,False,Johor Bahru
Documents,1.0,False,Johor Bahru
Machinery,64.4,False,Kota Kinabalu
Furniture,48.4,False,Kota Kinabalu
Furniture,28.0,True,Penang
Documents,0.9,False,Johor Bahru
Food,6.6,True,Kuching
Clothing,2.1,False,Kuching
Documents,0.7,False,Kota Kinabalu
Furniture,42.1,True,Kota Kinabalu
Food,1.8,True,Johor Bahru
Machinery,69.2,False,Kuching
Furniture,35.4,False,Penang
Electronics,9.3,False,Johor Bahru
Clothing,1.7,False,Kuala Lumpur
Electronics,11.5,True,Kota Kinabalu
Food,3.8,False,Johor Bahru
Food,3.0,False,Kota Kinabalu
Furniture,37.7,False,Kuala Lumpur
Food,2.6,True,Johor Bahru
Machinery,49.4,False,Kuala Lumpur
Documents,1.8,False,Johor Bahru
Furniture,46.3,True,Kuching
Machinery,65.6,False,Johor Bahru
Food,4.0,False,Kuching
Clothing,2.3,True,Kota Kinabalu
Electronics,9.3,False,Kuala Lumpur
Electronics,14.8,True,Penang
Electronics,5.2,False,Kota Kinabalu
Food,1.2,True,Kota Kinabalu
Clothing,1.0,False,Kuala Lumpur
Furniture,20.7,False,Kota Kinabalu
Electronics,9.2,True,Kota Kinabalu
Documents,0.8,False,Kuching
Electronics,13.7,True,Kota Kinabalu
Electronics,8.0,False,Johor Bahru
Food,1.9,False,Penang
Clothing,4.2,False,Penang
Clothing,4.6,False,Penang
Electronics,14.0,True,Kota Kinabalu
Furniture,37.5,True,Kuching
Electronics,18.0,True,Kota Kinabalu
Furniture,36.3,False,Johor Bahru
Documents,1.9,False,Johor Bahru
Clothing,4.0,False,Penang
Machinery,52.7,True,Kota Kinabalu
Furniture,41.1,True,Kota Kinabalu
Clothing,0.7,False,Kuching
Electronics,14.4,True,Kuala Lumpur
Furniture,31.6,True,Kota Kinabalu
Furniture,44.8,False,Johor Bahru
Clothing,1.1,False,Kuching
Food,1.7,True,Penang
Machinery,62.5,False,Johor Bahru
Clothing,4.5,False,Penang
Documents,1.0,False,Penang
Electronics,18.8,True,Kota Kinabalu
Documents,1.4,False,Johor Bahru
Machinery,55.9,False,Kuala Lumpur
Food,8.6,False,Johor Bahru
Machinery,50.7,True,Kuala Lumpur
Furniture,31.2,True,Kuching
Electronics,18.1,True,Penang
Food,2.6,True,Penang
Clothing,3.1,False,Kota Kinabalu
Clothing,2.6,False,Penang
Furniture,43.2,False,Kuala Lumpur
Furniture,30.4,False,Kota Kinabalu
Clothing,2.1,False,Kuching
Clothing,2.2,False,Penang
Machinery,49.3,False,Kuala Lumpur
Furniture,26.8,True,Penang
Food,9.0,False,Kuching
Documents,2.0,True,Penang
Furniture,36.6,True,Kuala Lumpur
Food,7.5,True,Kota Kinabalu
Clothing,2.1,False,Penang
Electronics,17.6,True,Penang
Food,7.7,False,Penang
Food,4.6,False,Kuala Lumpur
Food,4.6,False,Penang
Food,5.5,False,Penang
Food,6.9,False,Johor Bahru
Electronics,14.8,True,Kota Kinabalu
Machinery,42.7,False,Kota Kinabalu
Food,4.2,True,Kuching
Machinery,35.1,False,Kota Kinabalu
Machinery,33.2,False,Kuching
Clothing,4.5,False,Penang
Machinery,63.4,False,Kuching
Machinery,61.4,True,Johor Bahru
Furniture,25.9,False,Johor Bahru
Documents,2.0,False,Johor Bahru
Electronics,17.9,True,Kuala Lumpur
Machinery,42.9,False,Kuching
Electronics,7.8,True,Penang
Documents,1.3,False,Penang
Clothing,5.0,False,Kota Kinabalu
Electronics,17.3,True,Penang
Food,4.7,False,Kota Kinabalu
Documents,0.6,False,Johor Bahru
Machinery,41.4,False,Kuching
Documents,1.9,False,Penang
Machinery,33.7,True,Kuching
Furniture,47.7,False,Kota Kinabalu
Furniture,20.6,True,Kuching
Furniture,45.3,True,Johor Bahru
Documents,0.9,False,Kota Kinabalu
Electronics,9.7,True,Johor Bahru
Furniture,44.9,True,Kuching
Documents,0.8,False,Kuching
Documents,1.1,True,Johor Bahru
Furniture,41.8,False,Penang
Clothing,4.2,False,Penang
Food,9.9,False,Penang
Food,3.9,True,Kuala Lumpur
Clothing,0.9,False,Kuala Lumpur
Food,1.9,True,Kuching
Clothing,2.7,False,Kuching
Clothing,1.5,False,Johor Bahru
Furniture,26.1,True,Johor Bahru
Furniture,36.9,False,Kuching
Clothing,4.5,False,Kuala Lumpur
Furniture,25.4,True,Johor Bahru
Clothing,1.1,False,Johor Bahru
Electronics,18.7,True,Kuching
Clothing,1.6,False,Kuala Lumpur
Furniture,33.8,True,Kuala Lumpur
Food,4.0,False,Penang
Furniture,36.4,False,Kuching
Clothing,1.8,False,Johor Bahru
Clothing,4.7,False,Penang
Clothing,4.4,False,Kuala Lumpur
Food,1.6,True,Kuching
Food,9.2,True,Kuala Lumpur
Machinery,49.5,False,Johor Bahru
Clothing,4.4,False,Johor Bahru
Electronics,12.1,False,Kuala Lumpur
Furniture,34.8,False,Kuching
Documents,0.8,False,Kuala Lumpur
Machinery,65.5,False,Penang
Food,1.9,False,Johor Bahru
Furniture,38.5,True,Penang
Food,9.7,False,Kota Kinabalu
Furniture,43.5,False,Kuala Lumpur
Clothing,0.8,False,Kuala Lumpur
Clothing,1.1,False,Penang
Clothing,1.8,False,Kuching
Documents,0.9,False,Penang
Electronics,12.8,True,Kota Kinabalu
Machinery,44.5,False,Penang
Documents,1.0,False,Penang
Clothing,4.8,False,Kota Kinabalu
Electronics,14.8,True,Kuala Lumpur
Furniture,48.2,True,Kuching
Food,6.0,True,Kuala Lumpur
Machinery,53.2,False,Kota Kinabalu
Electronics,13.9,True,Johor Bahru
Electronics,6.3,True,Penang
Electronics,12.7,True,Kuching
Clothing,2.3,False,Johor Bahru
Electronics,17.2,True,Penang
Documents,0.8,False,Kota Kinabalu
Machinery,34.1,False,Kuching
Electronics,15.0,True,Kuala Lumpur
Furniture,45.3,False,Kota Kinabalu
Food,2.8,False,Penang
Documents,0.9,False,Kuching
Furniture,27.2,True,Johor Bahru
Machinery,59.3,True,Kuching
Clothing,1.6,False,Kuching
Furniture,32.4,False,Kota Kinabalu
Clothing,1.2,False,Kuala Lumpur
Clothing,3.3,False,Johor Bahru
Furniture,35.2,True,Johor Bahru
Electronics,7.1,True,Kuala Lumpur
Furniture,42.0,True,Kota Kinabalu
Machinery,31.7,False,Penang
Electronics,14.0,True,Johor Bahru
Machinery,60.5,False,Penang
Furniture,35.3,False,Johor Bahru
Food,8.8,True,Johor Bahru
Documents,1.4,False,Penang
Machinery,65.8,False,Kuala Lumpur
Clothing,3.6,False,Kuala Lumpur
Clothing,3.9,False,Kuching
Electronics,5.5,False,Kuching
Electronics,18.0,True,Kuching
Clothing,0.5,False,Kuching
Food,2.5,True,Kota Kinabalu
Electronics,18.8,True,Penang
Machinery,62.8,False,Kuala Lumpur
Furniture,45.5,False,Johor Bahru
Clothing,0.5,False,Penang
Furniture,34.3,False,Kuching
Clothing,0.8,False,Johor Bahru
Machinery,64.4,False,Johor Bahru
Furniture,47.4,True,Kuala Lumpur
Machinery,64.4,False,Kota Kinabalu
Electronics,8.7,True,Johor Bahru
Furniture,37.4,True,Johor Bahru
Machinery,66.6,True,Johor Bahru
Furniture,48.2,True,Johor Bahru
Food,1.6,False,Penang
Clothing,3.7,False,Penang
Clothing,4.1,False,Kuching
Machinery,30.4,False,Kuching
Clothing,2.3,False,Kota Kinabalu
Machinery,66.8,False,Kuching
Electronics,14.9,True,Kota Kinabalu
Food,4.1,False,Johor Bahru
Documents,1.3,False,Kuching
Furniture,46.4,False,Kota Kinabalu
Clothing,1.6,False,Kuala Lumpur
Machinery,38.5,False,Penang
Documents,1.8,False,Penang
Clothing,2.6,True,Penang
Food,2.5,True,Johor Bahru
Electronics,6.9,True,Kuala Lumpur
Furniture,39.6,True,Kuching
Furniture,47.2,True,Kuching
Electronics,8.8,False,Penang
Food,6.6,True,Kota Kinabalu
Clothing,1.9,False,Kuala Lumpur
Furniture,22.1,True,Johor Bahru
Furniture,44.4,True,Penang
Clothing,2.9,False,Kota Kinabalu
Electronics,10.9,False,Johor Bahru
Furniture,40.3,False,Kota Kinabalu
Clothing,3.9,False,Kuala Lumpur
Machinery,30.5,True,Johor Bahru
Electronics,6.1,True,Johor Bahru
Machinery,49.2,False,Kota Kinabalu
Food,9.2,True,Johor Bahru
Machinery,60.5,False,Penang
Furniture,35.2,False,Johor Bahru
Food,7.3,True,Penang
Food,4.6,False,Kota Kinabalu
Documents,1.0,False,Kuching
Machinery,51.4,False,Penang
Furniture,33.4,False,Kota Kinabalu
Electronics,16.8,True,Johor Bahru
Food,7.8,False,Penang
Food,2.6,False,Kuching
Documents,1.3,False,Kota Kinabalu
Clothing,4.3,True,Kota Kinabalu
Documents,1.8,False,Kuala Lumpur
Clothing,1.9,False,Kuala Lumpur
Food,6.4,True,Kota Kinabalu
Furniture,28.5,False,Kuching
Clothing,1.8,False,Kuala Lumpur
Food,6.2,True,Kota Kinabalu
Machinery,69.9,False,Kuching
Food,6.1,True,Johor Bahru
Food,5.3,True,Johor Bahru
Clothing,3.4,False,Kuching
Clothing,1.0,False,Johor Bahru
Documents,1.1,False,Kota Kinabalu
Furniture,40.3,False,Kuching
Electronics,10.5,True,Penang
Clothing,3.1,False,Kuala Lumpur
Furniture,47.6,False,Kuching
Documents,0.9,False,Kota Kinabalu
Clothing,2.7,True,Johor Bahru
Furniture,37.3,False,Kuala Lumpur
Furniture,26.6,False,Kota Kinabalu
